id,y,year,stage,match,home,away,stadium,week_day,month,day,tv_cnt,BS-TBS,NHK,地方局,ｽｶﾊﾟｰ,home_score,away_score,temperature,humidity,referee,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,weather_晴,weather_曇,weather_雨,weather_屋内,weather_雷,weather_雪,weather_霧,weather_のち,weather_時々,weather_一時,address,capa,h_lat,h_lng,station,age,child,population,area,absorp,home_stadium,lat,lng,away_stadium,a_lat,a_lng,discomfort,ranking_x,ranking_y,home_all,away_all,distance,week_absorp,jap_cnt,home_cum,away_cum
14340,2558,2012,2,4,6,33,20,7,3,20,2.0,0,0,0,1,1,0,10.1,59.0,11,2500000,2500000,2500000,2500000,2500000,7200000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,30000000,5000000,2500000,2500000,2500000,2500000,15000000,2500000,0,1,0,0,0,0,0,0,0,0,43,10202,33.8902979,130.7309062,0.0,44.57,0.18,5090.0,4847.0,32.01777777777779,20,33.8902979,130.7309062,5,36.345446100000004,140.4114954,51.94341,19.0,1.0,32200000.0,70000000.0,1093332.7867082101,33.550441573771174,1,682,483
14341,2446,2012,2,4,30,2,39,7,3,20,3.0,0,0,0,1,0,0,7.9,66.0,41,12000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,8500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,36,15589,36.5566492,139.98600990000003,0.0,45.23,0.18,1986.0,6408.0,29.2075,39,36.5566492,139.98600990000003,29,36.62404799999999,137.1971706,48.42286,13.0,20.0,37000000.0,33500000.0,309784.80442806566,33.550441573771174,0,791,599
14342,3549,2012,2,4,32,27,8,7,3,20,3.0,0,0,0,1,0,0,8.7,46.0,18,6000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,3600000,2500000,2500000,12000000,9000000,2500000,6500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,42,15454,35.4697969,139.6066334,1.0,43.8,0.18,9079.0,2416.0,42.703166666666654,8,35.4697969,139.6066334,22,35.6642727,139.52713880000002,50.730979999999995,21.0,4.0,32100000.0,47500000.0,18714.316309567137,33.550441573771174,0,1054,1470
14343,2781,2012,2,4,4,20,1,7,3,20,3.0,0,0,0,1,2,1,6.1,80.0,42,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,25000000,2500000,15000000,2500000,20000000,12000000,2500000,2500000,2500000,2500000,0,1,1,0,0,0,0,0,1,0,56,16033,35.4582725,134.22116640000002,0.0,47.07,0.18,578.0,3507.0,22.54642857142857,1,35.4582725,134.22116640000002,18,34.9933378,135.7155749,44.6322,21.0,6.0,27500000.0,89500000.0,170070.60764693326,33.550441573771174,0,576,2039
14344,2952,2012,2,5,33,28,5,5,3,24,3.0,0,0,0,1,0,0,8.1,77.0,33,2500000,2500000,2500000,30000000,5000000,2500000,2500000,2500000,2500000,15000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,0,1,1,0,0,0,0,1,0,0,47,12000,36.345446100000004,140.4114954,0.0,45.31,0.18,2931.0,6096.0,36.44537037037036,5,36.345446100000004,140.4114954,38,36.179581799999994,137.91648490000003,48.024629999999995,4.0,18.0,70000000.0,27500000.0,277425.70613838936,34.42300666600165,1,483,893
14345,1692,2012,2,5,2,6,29,6,3,25,3.0,0,0,0,1,2,3,4.4,77.0,24,2500000,2500000,8500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,7200000,2500000,2500000,2500000,2500000,2500000,0,1,0,0,0,0,0,0,0,0,17,25250,36.62404799999999,137.1971706,0.0,47.09,0.17,1076.0,2046.0,16.011851851851855,29,36.62404799999999,137.1971706,20,33.8902979,130.7309062,42.207119999999996,19.0,15.0,33500000.0,32200000.0,749247.1321015604,34.123423599787024,0,599,682
14346,4795,2012,2,5,20,40,18,6,3,25,3.0,0,0,0,1,2,1,7.3,95.0,16,2500000,25000000,15000000,2500000,2500000,2500000,12000000,2500000,2500000,2500000,2500000,7000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,1,0,0,0,0,0,1,0,0,20588,34.9933378,135.7155749,1.0,45.19,0.17,2617.0,4613.0,37.25980000000001,18,34.9933378,135.7155749,43,35.5913944,139.4458051,45.493649999999995,12.0,10.0,72000000.0,32000000.0,417272.724403292,34.123423599787024,0,2039,493
14347,5762,2012,2,5,14,16,6,6,3,25,3.0,0,0,0,1,2,1,9.4,48.0,31,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,23,20000,34.6774487,133.91937240000001,1.0,45.8,0.18,1930.0,7010.0,41.79566037735847,6,34.6774487,133.91937240000001,57,38.3361758,140.3755959,51.51688,22.0,2.0,27500000.0,27500000.0,777068.8950297529,34.123423599787024,0,878,1047
14348,4017,2012,2,5,0,4,16,6,3,25,3.0,0,0,0,1,4,0,11.6,33.0,14,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,20000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,1,0,0,0,0,0,0,1,0,44,22563,33.586138899999995,130.4600893,0.0,44.57,0.18,5090.0,4847.0,24.667407407407413,16,33.586138899999995,130.4600893,1,35.4582725,134.22116640000002,54.76672,6.0,14.0,45000000.0,27500000.0,441182.6578735491,34.123423599787024,0,854,576
14349,6071,2012,2,5,32,18,8,6,3,25,3.0,0,0,0,1,0,2,12.0,30.0,35,6000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,3600000,2500000,10000000,9000000,20000000,12000000,14000000,2500000,6000000,2500000,25000000,9000000,60000000,1,0,0,0,0,0,0,0,0,0,42,15454,35.4697969,139.6066334,1.0,43.8,0.18,9079.0,2416.0,42.703166666666654,8,35.4697969,139.6066334,30,35.624201,138.5843276,55.294,19.0,3.0,32100000.0,170000000.0,114272.13241183116,34.123423599787024,0,1054,1179
14350,2838,2012,2,5,26,30,9,6,3,25,3.0,0,0,0,1,1,1,8.8,34.0,25,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,12000000,2500000,2500000,12000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,0,1,0,0,0,0,0,0,0,0,27,15576,33.7685355,132.7949466,0.0,47.32,0.17,1405.0,5679.0,24.7,9,33.7685355,132.7949466,39,36.5566492,139.98600990000003,51.528079999999996,5.0,16.0,37000000.0,37000000.0,830060.8895380802,34.123423599787024,0,504,791
14351,8337,2012,2,5,11,25,11,6,3,25,3.0,0,0,0,1,3,0,11.9,28.0,51,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,10000000,2500000,5500000,12000000,2500000,9000000,14000000,2500000,9000000,2500000,15000000,2500000,1,1,0,0,0,0,0,1,0,0,7,18500,35.5768105,140.1229068,1.0,44.86,0.17,6192.0,5082.0,51.471481481481476,11,35.5768105,140.1229068,53,34.1679118,134.6152539,55.23368,6.0,6.0,35000000.0,77000000.0,622639.9506632201,34.123423599787024,0,2408,1050
14352,3008,2012,2,5,27,10,22,6,3,25,3.0,0,0,0,1,2,0,13.4,20.0,48,2500000,12000000,9000000,2500000,6500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,0,1,0,0,0,0,0,0,0,0,35,49970,35.6642727,139.52713880000002,1.0,43.91,0.15,13300.0,2104.0,29.216455696202523,22,35.6642727,139.52713880000002,40,36.41273029999999,139.0522199,56.947199999999995,6.0,13.0,47500000.0,27500000.0,82349.96733089938,34.123423599787024,0,1470,496
14353,4687,2012,2,5,17,36,0,6,3,25,3.0,0,0,0,1,3,3,9.4,30.0,44,2500000,2500000,2500000,7000000,2500000,2500000,2500000,2500000,2500000,2500000,20000000,2500000,2500000,2500000,8000000,2500000,10000000,2500000,10000000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,38,32000,32.8373859,130.7994601,0.0,46.31,0.19,1801.0,7268.0,20.175,0,32.8373859,130.7994601,58,35.34150959999999,139.3385989,52.4158,17.0,1.0,49500000.0,48000000.0,969328.9575417623,34.123423599787024,0,678,869
14354,2539,2012,2,5,38,22,32,6,3,25,3.0,0,0,0,1,0,2,12.1,32.0,28,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,4800000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,0,1,0,0,0,0,0,0,0,0,21,20000,35.4429119,136.763069,0.0,45.56,0.19,2051.0,9768.0,27.456599999999995,32,35.4429119,136.763069,26,33.2007577,131.6564724,55.35827999999999,21.0,10.0,29800000.0,27500000.0,593755.837630957,34.123423599787024,0,528,986
14355,6179,2012,2,6,16,33,57,6,4,1,3.0,0,0,0,1,0,0,6.6,69.0,34,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,30000000,5000000,2500000,2500000,2500000,15000000,2500000,2500000,0,1,0,0,0,0,0,0,0,0,18,21292,38.3361758,140.3755959,1.0,47.74,0.17,1141.0,6652.0,32.61722222222222,57,38.3361758,140.3755959,5,36.345446100000004,140.4114954,46.287459999999996,9.0,6.0,27500000.0,70000000.0,171014.41927927852,34.123423599787024,1,1047,483
14356,4769,2012,2,6,30,11,39,6,4,1,3.0,0,0,0,1,2,1,13.6,40.0,18,12000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,10000000,2500000,1,0,0,0,0,0,0,0,0,0,36,15589,36.5566492,139.98600990000003,0.0,45.23,0.18,1986.0,6408.0,29.2075,39,36.5566492,139.98600990000003,11,35.5768105,140.1229068,56.9816,15.0,4.0,37000000.0,35000000.0,85107.01530411936,34.123423599787024,0,791,2408
14357,8529,2012,2,6,28,2,38,6,4,1,4.0,0,0,1,1,0,3,7.8,34.0,26,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,8500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,51,20396,36.179581799999994,137.91648490000003,0.0,46.7,0.18,2122.0,13105.0,52.34962962962962,38,36.179581799999994,137.91648490000003,29,36.62404799999999,137.1971706,50.381479999999996,18.0,20.0,27500000.0,33500000.0,87872.95973574555,34.123423599787024,0,893,599
14358,7224,2012,2,6,20,0,54,6,4,1,3.0,0,0,0,1,3,2,18.5,31.0,15,2500000,25000000,15000000,2500000,2500000,20000000,12000000,2500000,2500000,2500000,7000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,20000000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,57,19934,31.5647132,130.5595158,1.0,46.84,0.19,1680.0,9045.0,30.49,18,34.9933378,135.7155749,16,33.586138899999995,130.4600893,62.529650000000004,8.0,3.0,94000000.0,45000000.0,146871.24468140065,34.123423599787024,0,2039,854
14359,2086,2012,2,6,4,36,1,6,4,1,3.0,0,0,1,1,1,2,8.3,50.0,9,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,8000000,2500000,10000000,2500000,10000000,2500000,2500000,2500000,0,1,0,0,0,0,0,0,0,0,56,16033,35.4582725,134.22116640000002,0.0,47.07,0.18,578.0,3507.0,22.54642857142857,1,35.4582725,134.22116640000002,58,35.34150959999999,139.3385989,49.9815,19.0,1.0,27500000.0,48000000.0,568610.6785984375,34.123423599787024,0,576,869
14360,3930,2012,2,6,17,38,41,6,4,1,2.0,0,0,0,1,3,0,14.1,27.0,25,2500000,2500000,2500000,7000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,4800000,2500000,1,0,0,0,0,0,0,0,0,0,37,15000,32.7944603,130.7406149,1.0,46.31,0.19,1801.0,7268.0,30.239999999999995,0,32.8373859,130.7994601,32,35.4429119,136.763069,57.62893,17.0,21.0,32000000.0,29800000.0,699895.6092183003,34.123423599787024,0,678,528
14361,6891,2012,2,6,10,32,40,6,4,1,4.0,0,0,1,1,1,1,9.6,37.0,21,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,6000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,1,0,0,0,0,0,1,0,0,46,15135,36.41273029999999,139.0522199,0.0,45.62,0.18,1984.0,6362.0,22.86627450980392,40,36.41273029999999,139.0522199,8,35.4697969,139.6066334,52.30148,16.0,21.0,27500000.0,31000000.0,100731.75756051103,34.123423599787024,0,496,1054
14362,6288,2012,2,6,40,27,43,6,4,1,3.0,0,0,0,1,1,2,14.0,35.0,49,7000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,12000000,9000000,2500000,6500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,34,10328,35.5913944,139.4458051,0.0,43.91,0.15,13300.0,2104.0,34.79899999999999,43,35.5913944,139.4458051,22,35.6642727,139.52713880000002,57.486,13.0,5.0,32000000.0,47500000.0,10941.660264056572,34.123423599787024,0,493,1470
14363,9486,2012,2,6,18,6,30,6,4,1,3.0,0,0,0,1,1,2,13.7,16.0,41,10000000,9000000,12000000,20000000,14000000,2500000,6000000,2500000,25000000,9000000,60000000,2500000,2500000,2500000,2500000,2500000,7200000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,19,17000,35.624201,138.5843276,0.0,46.21,0.18,847.0,4201.0,63.4481818181818,30,35.624201,138.5843276,20,33.8902979,130.7309062,57.27907999999999,2.0,11.0,170000000.0,32200000.0,883333.2686338336,34.123423599787024,0,1179,682
14364,5121,2012,2,6,25,14,53,6,4,1,4.0,0,1,0,1,1,2,11.8,36.0,42,2500000,5500000,2500000,12000000,9000000,14000000,14000000,2500000,2500000,15000000,5500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,25000000,2500000,1,0,0,0,0,0,0,0,0,0,26,19637,34.1679118,134.6152539,0.0,47.57,0.17,770.0,4147.0,24.8596,53,34.1679118,134.6152539,6,34.6774487,133.91937240000001,54.91552,12.0,14.0,85000000.0,50000000.0,86920.03822310157,34.123423599787024,0,1050,878
14365,8082,2012,2,6,22,26,26,6,4,1,3.0,0,0,0,1,1,0,13.0,33.0,19,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,12000000,2500000,1,0,0,0,0,0,0,0,0,0,12,40000,33.2007577,131.6564724,0.0,47.08,0.18,1178.0,5100.0,24.819399999999995,26,33.2007577,131.6564724,9,33.7685355,132.7949466,56.3581,7.0,10.0,27500000.0,37000000.0,133544.07157523002,34.123423599787024,0,986,504
14366,5373,2012,2,7,33,11,5,6,4,8,3.0,0,0,0,1,0,1,14.4,18.0,43,2500000,2500000,2500000,30000000,5000000,2500000,2500000,2500000,2500000,15000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,10000000,2500000,1,0,0,0,0,0,0,0,0,0,47,12000,36.345446100000004,140.4114954,0.0,45.31,0.18,2931.0,6096.0,36.44537037037036,5,36.345446100000004,140.4114954,11,35.5768105,140.1229068,57.95608,6.0,10.0,70000000.0,35000000.0,73269.49918510935,34.123423599787024,1,483,2408
14367,2999,2012,2,7,30,17,39,6,4,8,3.0,0,0,0,1,2,0,13.8,30.0,33,12000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,7000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,36,15589,36.5566492,139.98600990000003,0.0,45.23,0.18,1986.0,6408.0,29.2075,39,36.5566492,139.98600990000003,0,32.8373859,130.7994601,57.2866,11.0,14.0,37000000.0,32000000.0,1062685.5220709604,34.123423599787024,0,791,678
14368,3110,2012,2,7,27,25,22,6,4,8,3.0,0,0,0,1,2,0,18.2,24.0,44,2500000,2500000,9000000,2500000,12000000,2500000,2500000,6500000,2500000,15000000,2500000,2500000,5500000,2500000,12000000,2500000,9000000,14000000,2500000,8000000,15000000,2500000,1,0,0,0,0,0,0,0,0,0,35,49970,35.6642727,139.52713880000002,1.0,43.91,0.15,13300.0,2104.0,29.216455696202523,22,35.6642727,139.52713880000002,53,34.1679118,134.6152539,61.93432,2.0,15.0,60000000.0,76000000.0,559173.8954838346,34.123423599787024,0,1470,1050
14369,7877,2012,2,7,14,28,6,6,4,8,4.0,0,0,1,1,1,0,15.8,40.0,36,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,25000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,23,20000,34.6774487,133.91937240000001,1.0,45.8,0.18,1930.0,7010.0,41.79566037735847,6,34.6774487,133.91937240000001,38,36.179581799999994,137.91648490000003,59.6348,11.0,20.0,50000000.0,27500000.0,460142.3560544616,34.123423599787024,0,878,893
14370,3035,2012,2,7,26,0,9,6,4,8,4.0,0,1,0,1,4,2,17.5,26.0,38,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,12000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,20000000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,27,15576,33.7685355,132.7949466,0.0,47.32,0.17,1405.0,5679.0,24.7,9,33.7685355,132.7949466,16,33.586138899999995,130.4600893,61.2615,13.0,9.0,37000000.0,45000000.0,259981.86814921783,34.123423599787024,0,504,854
14371,3230,2012,2,7,6,4,20,6,4,8,2.0,0,0,0,1,1,0,21.6,21.0,22,2500000,2500000,2500000,2500000,2500000,7200000,2500000,10000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,43,10202,33.8902979,130.7309062,0.0,44.57,0.18,5090.0,4847.0,32.01777777777779,20,33.8902979,130.7309062,1,35.4582725,134.22116640000002,65.28363999999999,7.0,19.0,39700000.0,27500000.0,405619.3246080309,34.123423599787024,0,682,576
14372,5014,2012,2,7,32,16,8,6,4,8,3.0,0,0,0,1,1,2,11.1,36.0,17,6000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,10000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,42,15454,35.4697969,139.6066334,1.0,43.8,0.18,9079.0,2416.0,42.703166666666654,8,35.4697969,139.6066334,57,38.3361758,140.3755959,54.099039999999995,21.0,8.0,38500000.0,27500000.0,259205.32759435367,34.123423599787024,0,1054,1047
14373,7035,2012,2,7,36,40,58,6,4,8,2.0,0,0,0,1,2,0,11.0,49.0,34,2500000,2500000,2500000,8000000,2500000,2500000,10000000,10000000,2500000,2500000,2500000,7000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,40,15100,35.34150959999999,139.3385989,0.0,43.8,0.18,9079.0,2416.0,53.96999999999999,58,35.34150959999999,139.3385989,43,35.5913944,139.4458051,53.5391,1.0,17.0,48000000.0,32000000.0,24268.772722976744,34.123423599787024,0,869,493
14374,9651,2012,2,7,18,22,30,6,4,8,3.0,0,0,0,1,1,0,13.7,33.0,37,10000000,9000000,20000000,12000000,6000000,25000000,2500000,7200000,2500000,9000000,60000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,19,17000,35.624201,138.5843276,0.0,46.21,0.18,847.0,4201.0,63.4481818181818,30,35.624201,138.5843276,26,33.2007577,131.6564724,57.153789999999994,5.0,4.0,163200000.0,27500000.0,793343.0629401375,34.123423599787024,0,1179,986
14375,2696,2012,2,7,2,10,29,6,4,8,3.0,0,0,0,1,1,2,15.3,28.0,11,2500000,2500000,8500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,17,25250,36.62404799999999,137.1971706,0.0,47.09,0.17,1076.0,2046.0,16.011851851851855,29,36.62404799999999,137.1971706,40,36.41273029999999,139.0522199,58.93016,18.0,16.0,33500000.0,27500000.0,206787.3211627293,34.123423599787024,0,599,496
14376,3408,2012,2,7,38,20,32,6,4,8,3.0,0,0,0,1,0,1,14.5,30.0,14,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,4800000,2500000,2500000,25000000,15000000,2500000,2500000,20000000,12000000,2500000,2500000,2500000,7000000,1,0,0,0,0,0,0,0,0,0,21,20000,35.4429119,136.763069,0.0,45.56,0.19,2051.0,9768.0,27.456599999999995,32,35.4429119,136.763069,18,34.9933378,135.7155749,58.061499999999995,22.0,3.0,29800000.0,94000000.0,121885.32715749065,34.123423599787024,0,528,2039
14377,6460,2012,2,8,16,2,57,6,4,15,3.0,0,0,0,1,1,0,18.4,41.0,45,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,8500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,18,21292,38.3361758,140.3755959,1.0,47.74,0.17,1141.0,6652.0,32.61722222222222,57,38.3361758,140.3755959,29,36.62404799999999,137.1971706,62.80956,5.0,18.0,27500000.0,33500000.0,381074.94144630205,34.123423599787024,0,1047,599
14378,2488,2012,2,8,10,26,40,6,4,15,3.0,0,0,0,1,1,0,16.9,45.0,9,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,12000000,2500000,1,0,0,0,0,0,0,0,0,0,46,15135,36.41273029999999,139.0522199,0.0,45.62,0.18,1984.0,6362.0,22.86627450980392,40,36.41273029999999,139.0522199,9,33.7685355,132.7949466,61.08295,14.0,9.0,27500000.0,37000000.0,726816.1981690485,34.123423599787024,0,496,504
14379,3682,2012,2,8,40,30,43,6,4,15,2.0,0,0,0,1,0,3,16.2,50.0,51,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,12000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,1,0,0,0,0,0,0,1,0,34,10328,35.5913944,139.4458051,0.0,43.91,0.15,13300.0,2104.0,34.79899999999999,43,35.5913944,139.4458051,39,36.5566492,139.98600990000003,60.291,17.0,10.0,27500000.0,37000000.0,101665.86101123279,34.123423599787024,0,493,791
14380,5472,2012,2,8,17,28,41,6,4,15,4.0,0,0,1,1,0,3,22.9,39.0,49,2500000,2500000,2500000,7000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,37,15000,32.7944603,130.7406149,1.0,46.31,0.19,1801.0,7268.0,30.239999999999995,0,32.8373859,130.7994601,38,36.179581799999994,137.91648490000003,68.11368999999999,15.0,19.0,32000000.0,27500000.0,840046.9675633284,34.123423599787024,0,678,893
14381,8741,2012,2,8,20,27,18,6,4,15,3.0,0,0,0,1,1,0,20.0,34.0,41,2500000,25000000,15000000,2500000,2500000,20000000,12000000,2500000,2500000,2500000,7000000,2500000,2500000,9000000,2500000,12000000,2500000,2500000,6500000,2500000,15000000,2500000,1,0,0,0,0,0,0,0,0,0,0,20588,34.9933378,135.7155749,1.0,45.19,0.17,2617.0,4613.0,37.25980000000001,18,34.9933378,135.7155749,22,35.6642727,139.52713880000002,64.37,3.0,2.0,94000000.0,60000000.0,426981.5116846346,34.123423599787024,0,2039,1470
14382,9056,2012,2,8,11,14,11,6,4,15,3.0,0,0,0,1,0,0,13.8,48.0,38,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,10000000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,25000000,1,1,0,0,0,0,0,1,0,0,7,18500,35.5768105,140.1229068,1.0,44.86,0.17,6192.0,5082.0,51.471481481481476,11,35.5768105,140.1229068,6,34.6774487,133.91937240000001,57.17176,6.0,11.0,35000000.0,50000000.0,693058.5535812475,34.123423599787024,0,2408,878
14383,7111,2012,2,8,36,32,58,6,4,15,4.0,0,0,1,1,3,2,15.5,42.0,48,2500000,2500000,2500000,8000000,10000000,2500000,2500000,10000000,2500000,2500000,2500000,6000000,2500000,2500000,2500000,2500000,2500000,2500000,10000000,2500000,2500000,2500000,0,1,0,0,0,0,0,0,0,0,40,15100,35.34150959999999,139.3385989,0.0,43.8,0.18,9079.0,2416.0,53.96999999999999,58,35.34150959999999,139.3385989,8,35.4697969,139.6066334,59.2939,1.0,21.0,48000000.0,38500000.0,31686.702440917074,34.123423599787024,0,869,1054
14384,2920,2012,2,8,38,6,32,6,4,15,2.0,0,0,0,1,1,0,18.1,51.0,34,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,7200000,2500000,10000000,2500000,2500000,2500000,0,1,0,0,0,0,0,0,0,0,21,20000,35.4429119,136.763069,0.0,45.56,0.19,2051.0,9768.0,27.456599999999995,32,35.4429119,136.763069,20,33.8902979,130.7309062,62.80669,22.0,6.0,27500000.0,39700000.0,681117.0252043254,34.123423599787024,0,528,682
14385,2526,2012,2,8,4,18,1,6,4,15,3.0,0,0,0,1,0,0,16.6,46.0,16,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,10000000,9000000,20000000,12000000,6000000,25000000,2500000,7200000,2500000,9000000,60000000,1,0,0,0,0,0,0,0,0,0,56,16033,35.4582725,134.22116640000002,0.0,47.07,0.18,578.0,3507.0,22.54642857142857,1,35.4582725,134.22116640000002,30,35.624201,138.5843276,60.72764,19.0,3.0,27500000.0,163200000.0,484951.44254632026,34.123423599787024,0,576,1179
14386,4878,2012,2,8,0,33,16,6,4,15,2.0,0,0,0,1,1,1,19.6,30.0,25,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,20000000,2500000,2500000,2500000,2500000,30000000,2500000,5000000,2500000,2500000,2500000,2500000,15000000,2500000,1,0,0,0,0,0,0,0,0,0,44,22563,33.586138899999995,130.4600893,0.0,44.57,0.18,5090.0,4847.0,24.667407407407413,16,33.586138899999995,130.4600893,5,36.345446100000004,140.4114954,63.7072,13.0,12.0,45000000.0,70000000.0,1127349.5613139556,34.123423599787024,1,854,483
14387,7607,2012,2,8,22,25,26,6,4,15,3.0,0,0,0,1,0,0,16.6,54.0,18,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,2500000,5500000,2500000,2500000,2500000,14000000,14000000,8000000,2500000,15000000,2500000,1,0,0,0,0,0,0,0,0,0,12,40000,33.2007577,131.6564724,0.0,47.08,0.18,1178.0,5100.0,24.819399999999995,26,33.2007577,131.6564724,53,34.1679118,134.6152539,60.89836,8.0,15.0,27500000.0,71500000.0,337087.72237481165,34.123423599787024,0,986,1050
