id,y,year,stage,match,gameday,time,home,away,stadium,tv,address,capa,absorp
14221,16845,2012,Ｊ１,第２６節第１日,09/22(土・祝),14:03,鹿島アントラーズ,横浜Ｆ・マリノス,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ,茨城県鹿嶋市神向寺後山26-2,40728,0.3776618484753949
14222,11118,2012,Ｊ１,第２６節第１日,09/22(土・祝),16:04,ジュビロ磐田,アルビレックス新潟,ヤマハスタジアム（磐田）,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,静岡県磐田市新貝2500,15165,0.7567117265633587
14223,15302,2012,Ｊ１,第２６節第１日,09/22(土・祝),18:04,セレッソ大阪,清水エスパルス,キンチョウスタジアム,スカパー／ｅ２／スカパー光,大阪府大阪市東住吉区長居公園1-1,19628,0.6059479037367768
14224,46046,2012,Ｊ１,第２６節第１日,09/22(土・祝),16:04,浦和レッズ,ガンバ大阪,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光,埼玉県さいたま市緑区中野田500,63700,0.5750965001385171
14225,34822,2012,Ｊ１,第２６節第１日,09/22(土・祝),19:04,ＦＣ東京,川崎フロンターレ,味の素スタジアム,スカパー／ｅ２／スカパー光,東京都調布市西町376-3,49970,0.477073744246548
14226,15870,2012,Ｊ１,第２６節第１日,09/22(土・祝),19:04,名古屋グランパス,サンフレッチェ広島,名古屋市瑞穂陸上競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,愛知県名古屋市瑞穂区山下通5-1,20000,0.640325
14227,12651,2012,Ｊ１,第２６節第１日,09/22(土・祝),19:04,サガン鳥栖,柏レイソル,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,佐賀県鳥栖市京町812,24490,0.520346497112524
14228,11316,2012,Ｊ１,第２７節第１日,09/29(土),16:03,大宮アルディージャ,横浜Ｆ・マリノス,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光,埼玉県さいたま市大宮区高鼻町4,15600,0.6843709935897436
14229,26106,2012,Ｊ１,第２７節第１日,09/29(土),19:04,柏レイソル,浦和レッズ,国立競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,東京都新宿区霞ヶ丘町10,54224,0.475481336677486
14230,22165,2012,Ｊ１,第２７節第１日,09/29(土),14:05,ＦＣ東京,ジュビロ磐田,味の素スタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ　ＢＳ１,東京都調布市西町376-3,49970,0.477073744246548
14231,20909,2012,Ｊ１,第２７節第１日,09/29(土),19:04,川崎フロンターレ,コンサドーレ札幌,等々力陸上競技場,スカパー／ｅ２／スカパー光,神奈川県川崎市中原区等々力1-1,26530,0.6712024123633623
14232,22079,2012,Ｊ１,第２７節第１日,09/29(土),14:03,アルビレックス新潟,名古屋グランパス,デンカビッグスワンスタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）,新潟県新潟市中央区清五郎67-12,42300,0.5914462522597692
14233,12131,2012,Ｊ１,第２７節第１日,09/29(土),13:04,清水エスパルス,ベガルタ仙台,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光／テレビ静岡,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14234,14163,2012,Ｊ１,第２７節第１日,09/29(土),16:03,ガンバ大阪,鹿島アントラーズ,万博記念競技場,スカパー／ｅ２／スカパー光,大阪府吹田市千里万博公園5-2,21000,0.7037310924369748
14235,12868,2012,Ｊ１,第２７節第１日,09/29(土),14:03,ヴィッセル神戸,セレッソ大阪,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ（録）,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.4890191490773928
14236,15463,2012,Ｊ１,第２７節第１日,09/29(土),13:33,サンフレッチェ広島,サガン鳥栖,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／中国放送,広島県広島市安佐南区大塚西5-1-1,50000,0.3544105882352941
14237,30692,2012,Ｊ１,第２８節第１日,10/06(土),19:04,浦和レッズ,コンサドーレ札幌,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス,埼玉県さいたま市緑区中野田500,63700,0.5750965001385171
14238,36412,2012,Ｊ１,第２８節第１日,10/06(土),14:04,横浜Ｆ・マリノス,サンフレッチェ広島,日産スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,神奈川県横浜市港北区小机町3300,72327,0.3567468382682618
14239,23849,2012,Ｊ１,第２８節第１日,10/06(土),15:04,アルビレックス新潟,ヴィッセル神戸,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ新潟,新潟県新潟市中央区清五郎67-12,42300,0.5914462522597692
14240,28745,2012,Ｊ１,第２８節第１日,10/06(土),15:34,ジュビロ磐田,清水エスパルス,エコパスタジアム,スカパー！／スカパー！プレミアムサービス,静岡県袋井市愛野2300-1,50889,0.5004814399968559
14241,10013,2012,Ｊ１,第２８節第１日,10/06(土),13:04,セレッソ大阪,サガン鳥栖,キンチョウスタジアム,スカパー！／スカパー！プレミアムサービス,大阪府大阪市東住吉区長居公園1-1,19628,0.6059479037367768
14242,18003,2012,Ｊ１,第２８節第１日,10/06(土),19:04,ベガルタ仙台,ガンバ大阪,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,宮城県仙台市泉区七北田字柳78,19694,0.8428963135980503
14243,15118,2012,Ｊ１,第２８節第１日,10/06(土),15:03,鹿島アントラーズ,ＦＣ東京,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ（録）,茨城県鹿嶋市神向寺後山26-2,40728,0.3776618484753949
14244,10769,2012,Ｊ１,第２８節第１日,10/06(土),15:03,柏レイソル,川崎フロンターレ,日立柏サッカー場,スカパー！／スカパー！プレミアムサービス,千葉県柏市日立台1-2-50,15349,0.7926640171998175
14245,8793,2012,Ｊ１,第２８節第１日,10/06(土),15:03,名古屋グランパス,大宮アルディージャ,名古屋市瑞穂陸上競技場,スカパー！／スカパー！プレミアムサービス,愛知県名古屋市瑞穂区山下通5-1,20000,0.640325
14246,7208,2012,Ｊ１,第２９節第１日,10/20(土),16:03,コンサドーレ札幌,鹿島アントラーズ,札幌厚別公園競技場,スカパー！／スカパー！プレミアムサービス,北海道札幌市厚別区上野幌3条1-2-1,19620,0.4026357943789137
14247,17711,2012,Ｊ１,第２９節第１日,10/20(土),13:04,ベガルタ仙台,浦和レッズ,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,宮城県仙台市泉区七北田字柳78,19694,0.8428963135980503
14248,11944,2012,Ｊ１,第２９節第１日,10/20(土),15:03,大宮アルディージャ,アルビレックス新潟,ＮＡＣＫ５スタジアム大宮,スカパー！／スカパー！プレミアムサービス／テレ玉,埼玉県さいたま市大宮区高鼻町4,15600,0.6843709935897436
14249,18779,2012,Ｊ１,第２９節第１日,10/20(土),15:03,川崎フロンターレ,ガンバ大阪,等々力陸上競技場,スカパー！／スカパー！プレミアムサービス,神奈川県川崎市中原区等々力1-1,26530,0.6712024123633623
14250,21310,2012,Ｊ１,第２９節第１日,10/20(土),14:03,横浜Ｆ・マリノス,ジュビロ磐田,日産スタジアム,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,神奈川県横浜市港北区小机町3300,72327,0.3567468382682618
14251,14772,2012,Ｊ１,第２９節第１日,10/20(土),15:04,清水エスパルス,ヴィッセル神戸,ＩＡＩスタジアム日本平,スカパー！／スカパー！プレミアムサービス／静岡放送,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14252,14268,2012,Ｊ１,第２９節第１日,10/20(土),18:04,セレッソ大阪,ＦＣ東京,キンチョウスタジアム,スカパー！／スカパー！プレミアムサービス,大阪府大阪市東住吉区長居公園1-1,19628,0.6059479037367768
14253,24839,2012,Ｊ１,第２９節第１日,10/20(土),19:05,サンフレッチェ広島,柏レイソル,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,広島県広島市安佐南区大塚西5-1-1,50000,0.3544105882352941
14254,11851,2012,Ｊ１,第２９節第１日,10/20(土),15:04,サガン鳥栖,名古屋グランパス,佐賀県総合運動場陸上競技場,スカパー！／スカパー！プレミアムサービス,佐賀県佐賀市日の出2-1-10,17000,0.4987843137254902
14255,14125,2012,Ｊ１,第３０節第１日,10/27(土),17:04,鹿島アントラーズ,清水エスパルス,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス,茨城県鹿嶋市神向寺後山26-2,40728,0.3776618484753949
14256,32090,2012,Ｊ１,第３０節第１日,10/27(土),14:03,浦和レッズ,セレッソ大阪,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／テレ玉,埼玉県さいたま市緑区中野田500,63700,0.5750965001385171
14257,23254,2012,Ｊ１,第３０節第１日,10/27(土),17:03,アルビレックス新潟,サガン鳥栖,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス,新潟県新潟市中央区清五郎67-12,42300,0.5914462522597692
14258,10753,2012,Ｊ１,第３０節第１日,10/27(土),14:04,ジュビロ磐田,ベガルタ仙台,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合／静岡放送,静岡県磐田市新貝2500,15165,0.7567117265633587
14259,16317,2012,Ｊ１,第３０節第１日,10/27(土),19:04,ヴィッセル神戸,川崎フロンターレ,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.4890191490773928
14260,12167,2012,Ｊ１,第３０節第１日,10/27(土),14:04,柏レイソル,大宮アルディージャ,日立柏サッカー場,スカパー！／スカパー！プレミアムサービス,千葉県柏市日立台1-2-50,15349,0.7926640171998175
14261,20696,2012,Ｊ１,第３０節第１日,10/27(土),17:04,ＦＣ東京,コンサドーレ札幌,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,東京都調布市西町376-3,49970,0.477073744246548
14262,22332,2012,Ｊ１,第３０節第１日,10/27(土),14:03,名古屋グランパス,横浜Ｆ・マリノス,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋,愛知県豊田市千石町7-2,40000,0.5255
14263,17617,2012,Ｊ１,第３０節第１日,10/27(土),14:03,ガンバ大阪,サンフレッチェ広島,万博記念競技場,スカパー！／スカパー！プレミアムサービス,大阪府吹田市千里万博公園5-2,21000,0.7037310924369748
14264,17493,2012,Ｊ１,第３１節第１日,11/07(水),19:04,ベガルタ仙台,セレッソ大阪,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,宮城県仙台市泉区七北田字柳78,19694,0.8428963135980503
14265,12021,2012,Ｊ１,第３１節第１日,11/07(水),19:03,大宮アルディージャ,鹿島アントラーズ,ＮＡＣＫ５スタジアム大宮,スカパー！／スカパー！プレミアムサービス,埼玉県さいたま市大宮区高鼻町4,15600,0.6843709935897436
14266,17870,2012,Ｊ１,第３１節第１日,11/07(水),19:03,川崎フロンターレ,浦和レッズ,等々力陸上競技場,スカパー！／スカパー！プレミアムサービス,神奈川県川崎市中原区等々力1-1,26530,0.6712024123633623
14267,8710,2012,Ｊ１,第３１節第１日,11/07(水),19:00,清水エスパルス,アルビレックス新潟,ＩＡＩスタジアム日本平,スカパー！／スカパー！プレミアムサービス／静岡放送,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14268,8755,2012,Ｊ１,第３１節第１日,11/07(水),19:03,ヴィッセル神戸,横浜Ｆ・マリノス,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.4890191490773928
14269,13204,2012,Ｊ１,第３１節第１日,11/07(水),19:04,サンフレッチェ広島,コンサドーレ札幌,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,広島県広島市安佐南区大塚西5-1-1,50000,0.3544105882352941
14270,8155,2012,Ｊ１,第３１節第１日,11/07(水),19:04,サガン鳥栖,ジュビロ磐田,佐賀県総合運動場陸上競技場,スカパー！／スカパー！プレミアムサービス,佐賀県佐賀市日の出2-1-10,17000,0.4987843137254902
14271,10389,2012,Ｊ１,第３１節第１日,11/07(水),19:03,柏レイソル,ガンバ大阪,日立柏サッカー場,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ（録）,千葉県柏市日立台1-2-50,15349,0.7926640171998175
14272,7959,2012,Ｊ１,第３１節第１日,11/07(水),19:03,名古屋グランパス,ＦＣ東京,名古屋市瑞穂陸上競技場,スカパー！／スカパー！プレミアムサービス,愛知県名古屋市瑞穂区山下通5-1,20000,0.640325
14273,10266,2012,Ｊ１,第３２節第１日,11/17(土),17:03,コンサドーレ札幌,サガン鳥栖,札幌ドーム,スカパー！／スカパー！プレミアムサービス,北海道札幌市豊平区羊ヶ丘1,39232,0.3793918230016313
14274,15035,2012,Ｊ１,第３２節第１日,11/17(土),14:04,鹿島アントラーズ,ベガルタ仙台,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,茨城県鹿嶋市神向寺後山26-2,40728,0.3776618484753949
14275,41296,2012,Ｊ１,第３２節第１日,11/17(土),14:06,浦和レッズ,サンフレッチェ広島,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合／テレ玉,埼玉県さいたま市緑区中野田500,63700,0.5750965001385171
14276,17454,2012,Ｊ１,第３２節第１日,11/17(土),17:04,ＦＣ東京,ヴィッセル神戸,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）／ＴＯＫＹＯ　ＭＸ,東京都調布市西町376-3,49970,0.477073744246548
14277,22647,2012,Ｊ１,第３２節第１日,11/17(土),14:03,横浜Ｆ・マリノス,柏レイソル,日産スタジアム,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ,神奈川県横浜市港北区小机町3300,72327,0.3567468382682618
14278,25738,2012,Ｊ１,第３２節第１日,11/17(土),14:03,アルビレックス新潟,川崎フロンターレ,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス,新潟県新潟市中央区清五郎67-12,42300,0.5914462522597692
14279,12391,2012,Ｊ１,第３２節第１日,11/17(土),17:04,清水エスパルス,ガンバ大阪,ＩＡＩスタジアム日本平,スカパー！／スカパー！プレミアムサービス,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14280,8978,2012,Ｊ１,第３２節第１日,11/17(土),14:05,ジュビロ磐田,名古屋グランパス,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡,静岡県磐田市新貝2500,15165,0.7567117265633587
14281,9765,2012,Ｊ１,第３２節第１日,11/17(土),17:03,セレッソ大阪,大宮アルディージャ,キンチョウスタジアム,スカパー！／スカパー！プレミアムサービス,大阪府大阪市東住吉区長居公園1-1,19628,0.6059479037367768
14282,19587,2012,Ｊ１,第３３節第１日,11/24(土),17:34,コンサドーレ札幌,横浜Ｆ・マリノス,札幌ドーム,スカパー！／スカパー！プレミアムサービス,北海道札幌市豊平区羊ヶ丘1,39232,0.3793918230016313
14283,18526,2012,Ｊ１,第３３節第１日,11/24(土),14:34,ベガルタ仙台,アルビレックス新潟,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／ＮＨＫ　ＢＳ１（録）,宮城県仙台市泉区七北田字柳78,19694,0.8428963135980503
14284,12126,2012,Ｊ１,第３３節第１日,11/24(土),17:33,大宮アルディージャ,ジュビロ磐田,ＮＡＣＫ５スタジアム大宮,スカパー！／スカパー！プレミアムサービス／テレ玉,埼玉県さいたま市大宮区高鼻町4,15600,0.6843709935897436
14285,12406,2012,Ｊ１,第３３節第１日,11/24(土),17:33,柏レイソル,ヴィッセル神戸,日立柏サッカー場,スカパー！／スカパー！プレミアムサービス,千葉県柏市日立台1-2-50,15349,0.7926640171998175
14286,19916,2012,Ｊ１,第３３節第１日,11/24(土),17:33,川崎フロンターレ,清水エスパルス,等々力陸上競技場,スカパー！／スカパー！プレミアムサービス,神奈川県川崎市中原区等々力1-1,26530,0.6712024123633623
14287,23892,2012,Ｊ１,第３３節第１日,11/24(土),14:33,名古屋グランパス,鹿島アントラーズ,豊田スタジアム,スカパー！／スカパー！プレミアムサービス,愛知県豊田市千石町7-2,40000,0.5255
14288,19393,2012,Ｊ１,第３３節第１日,11/24(土),14:33,ガンバ大阪,ＦＣ東京,万博記念競技場,スカパー！／スカパー！プレミアムサービス,大阪府吹田市千里万博公園5-2,21000,0.7037310924369748
14289,32724,2012,Ｊ１,第３３節第１日,11/24(土),14:36,サンフレッチェ広島,セレッソ大阪,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,広島県広島市安佐南区大塚西5-1-1,50000,0.3544105882352941
14290,22116,2012,Ｊ１,第３３節第１日,11/24(土),14:35,サガン鳥栖,浦和レッズ,ベストアメニティスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ佐賀,佐賀県鳥栖市京町812,24490,0.520346497112524
14291,19141,2012,Ｊ１,第３４節第１日,12/01(土),15:35,鹿島アントラーズ,柏レイソル,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸,茨城県鹿嶋市神向寺後山26-2,40728,0.3776618484753949
14292,51879,2012,Ｊ１,第３４節第１日,12/01(土),15:34,浦和レッズ,名古屋グランパス,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／テレ玉,埼玉県さいたま市緑区中野田500,63700,0.5750965001385171
14293,30944,2012,Ｊ１,第３４節第１日,12/01(土),15:34,ＦＣ東京,ベガルタ仙台,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,東京都調布市西町376-3,49970,0.477073744246548
14294,26642,2012,Ｊ１,第３４節第１日,12/01(土),15:33,横浜Ｆ・マリノス,サガン鳥栖,日産スタジアム,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市港北区小机町3300,72327,0.3567468382682618
14295,28055,2012,Ｊ１,第３４節第１日,12/01(土),15:33,アルビレックス新潟,コンサドーレ札幌,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）／ＮＨＫ新潟,新潟県新潟市中央区清五郎67-12,42300,0.5914462522597692
14296,14729,2012,Ｊ１,第３４節第１日,12/01(土),15:34,清水エスパルス,大宮アルディージャ,ＩＡＩスタジアム日本平,スカパー！／スカパー！プレミアムサービス／テレビ静岡,静岡県静岡市清水区村松3880-1,20281,0.7207053399733739
14297,14389,2012,Ｊ１,第３４節第１日,12/01(土),15:34,ジュビロ磐田,ガンバ大阪,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,静岡県磐田市新貝2500,15165,0.7567117265633587
14298,18487,2012,Ｊ１,第３４節第１日,12/01(土),15:34,セレッソ大阪,川崎フロンターレ,ヤンマースタジアム長居,スカパー！／スカパー！プレミアムサービス,大阪府大阪市東住吉区長居公園1-1,47816,0.5461735262952429
14299,22224,2012,Ｊ１,第３４節第１日,12/01(土),15:34,ヴィッセル神戸,サンフレッチェ広島,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＮＨＫ広島,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.4890191490773928
14300,5817,2012,Ｊ２,第１節第１日,03/04(日),13:05,水戸ホーリーホック,横浜ＦＣ,ケーズデンキスタジアム水戸,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光,茨城県水戸市小吹町2058-1,12000,0.33107539682539683
14301,12432,2012,Ｊ２,第１節第１日,03/04(日),13:05,東京ヴェルディ,松本山雅ＦＣ,味の素スタジアム,スカパー／ｅ２／スカパー光,東京都調布市西町376-3,49970,0.11578321993195916
14302,10169,2012,Ｊ２,第１節第１日,03/04(日),15:04,ヴァンフォーレ甲府,栃木ＳＣ,山梨中銀スタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ甲府,山梨県甲府市小瀬町840,17000,0.6121540616246498
14303,3321,2012,Ｊ２,第１節第１日,03/04(日),15:04,ＦＣ岐阜,ガイナーレ鳥取,岐阜メモリアルセンター長良川競技場,スカパー／ｅ２（録）／スカパー光／ＮＨＫ岐阜／ＮＨＫ鳥取,岐阜県岐阜市長良福光大野2675-28,20000,0.2342294117647059
14304,6981,2012,Ｊ２,第１節第１日,03/04(日),15:04,ファジアーノ岡山,カターレ富山,シティライトスタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ岡山／ＮＨＫ富山,岡山県岡山市北区いずみ町2-1,20000,0.4093625000000001
14305,7379,2012,Ｊ２,第１節第１日,03/04(日),15:05,アビスパ福岡,ロアッソ熊本,レベルファイブスタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ福岡／ＮＨＫ熊本,福岡県福岡市博多区東平尾公園2-1-1,22563,0.24757979245414424
14306,9379,2012,Ｊ２,第１節第１日,03/04(日),15:05,大分トリニータ,ザスパ草津,大分銀行ドーム,スカパー／ｅ２／スカパー光／ＮＨＫ大分,大分県大分市大字横尾1351,40000,0.24301666666666666
14307,11479,2012,Ｊ２,第１節第１日,03/04(日),15:34,ジェフユナイテッド千葉,モンテディオ山形,フクダ電子アリーナ,スカパー／ｅ２／スカパー光,千葉県千葉市中央区川崎町1-20,18500,0.5016550836550836
14308,3926,2012,Ｊ２,第１節第１日,03/04(日),16:05,愛媛ＦＣ,ＦＣ町田ゼルビア,ニンジニアスタジアム,スカパー／ｅ２（録）／スカパー光／ＮＨＫ松山,愛媛県松山市上野町乙46,15576,0.23296218847066305
14309,9065,2012,Ｊ２,第１節第１日,03/04(日),17:34,湘南ベルマーレ,京都サンガF.C.,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー／ｅ２／スカパー光,神奈川県平塚市大原1-1,15100,0.4537590665405235
14310,3160,2012,Ｊ２,第１節第１日,03/04(日),17:34,ギラヴァンツ北九州,徳島ヴォルティス,北九州市立本城陸上競技場,スカパー／ｅ２／スカパー光,福岡県北九州市八幡西区御開4-16-1,10202,0.328012247831891
14311,2601,2012,Ｊ２,第２節第１日,03/11(日),13:04,水戸ホーリーホック,カターレ富山,ケーズデンキスタジアム水戸,スカパー／ｅ２／スカパー光,茨城県水戸市小吹町2058-1,12000,0.33107539682539683
14312,4148,2012,Ｊ２,第２節第１日,03/11(日),13:03,栃木ＳＣ,大分トリニータ,栃木県グリーンスタジアム,スカパー／ｅ２／スカパー光／とちぎテレビ（録）,栃木県宇都宮市清原工業団地32,15589,0.2469965085270749
14313,4286,2012,Ｊ２,第２節第１日,03/11(日),13:04,ＦＣ町田ゼルビア,アビスパ福岡,駒沢オリンピック公園総合運動場陸上競技場,スカパー／ｅ２／スカパー光,東京都世田谷区駒沢公園1-1,20010,0.2141929035482259
14314,13098,2012,Ｊ２,第２節第１日,03/11(日),13:03,松本山雅ＦＣ,モンテディオ山形,松本平広域公園総合球技場,スカパー／ｅ２／スカパー光,長野県松本市神林5300,20396,0.4672788315169174
14315,6016,2012,Ｊ２,第２節第１日,03/11(日),13:06,徳島ヴォルティス,ＦＣ岐阜,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー／ｅ２／スカパー光,徳島県鳴門市撫養町立岩字四枚61,19637,0.203231509031784
14316,4009,2012,Ｊ２,第２節第１日,03/11(日),13:03,ギラヴァンツ北九州,ファジアーノ岡山,北九州市立本城陸上競技場,スカパー／ｅ２（録）／スカパー光,福岡県北九州市八幡西区御開4-16-1,10202,0.328012247831891
14317,4237,2012,Ｊ２,第２節第１日,03/11(日),15:04,ザスパ草津,湘南ベルマーレ,正田醤油スタジアム群馬,スカパー／ｅ２（録）／スカパー光／群馬テレビ,群馬県前橋市敷島町66,15135,0.2261853841740128
14318,7020,2012,Ｊ２,第２節第１日,03/11(日),16:05,東京ヴェルディ,ヴァンフォーレ甲府,味の素スタジアム,スカパー／ｅ２／スカパー光,東京都調布市西町376-3,49970,0.11578321993195916
14319,7026,2012,Ｊ２,第２節第１日,03/11(日),16:04,横浜ＦＣ,愛媛ＦＣ,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.3935453604244856
14320,5817,2012,Ｊ２,第２節第１日,03/11(日),16:04,ロアッソ熊本,ガイナーレ鳥取,うまかな・よかなスタジアム,スカパー／ｅ２／スカパー光,熊本県熊本市東区平山町2776,32000,0.18571006944444446
14321,8003,2012,Ｊ２,第２節第１日,03/11(日),17:35,京都サンガF.C.,ジェフユナイテッド千葉,京都市西京極総合運動公園陸上競技場兼球技場,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）,京都府京都市右京区西京極新明町29,20588,0.353380610064115
14322,6315,2012,Ｊ２,第３節第１日,03/17(土),13:04,モンテディオ山形,大分トリニータ,ＮＤソフトスタジアム山形,スカパー／ｅ２／スカパー光,山形県天童市山王1-1,21292,0.3454438510328046
14323,2901,2012,Ｊ２,第３節第１日,03/17(土),13:04,京都サンガF.C.,ロアッソ熊本,京都市西京極総合運動公園陸上競技場兼球技場,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）,京都府京都市右京区西京極新明町29,20588,0.353380610064115
14324,2477,2012,Ｊ２,第３節第１日,03/17(土),13:04,ガイナーレ鳥取,ＦＣ町田ゼルビア,とりぎんバードスタジアム,スカパー／ｅ２（録）／スカパー光／ＮＨＫ鳥取,鳥取県鳥取市蔵田423,16033,0.19538867751928315
14325,3572,2012,Ｊ２,第３節第１日,03/17(土),13:04,徳島ヴォルティス,栃木ＳＣ,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー／ｅ２／スカパー光,徳島県鳴門市撫養町立岩字四枚61,19637,0.203231509031784
14326,4471,2012,Ｊ２,第３節第１日,03/17(土),14:04,松本山雅ＦＣ,ギラヴァンツ北九州,松本平広域公園総合球技場,スカパー／ｅ２（録）／スカパー光／ＮＨＫ長野／ＮＨＫ北九州,長野県松本市神林5300,20396,0.4672788315169174
14327,3602,2012,Ｊ２,第３節第１日,03/17(土),16:04,湘南ベルマーレ,アビスパ福岡,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー／ｅ２／スカパー光,神奈川県平塚市大原1-1,15100,0.4537590665405235
14328,3470,2012,Ｊ２,第３節第１日,03/17(土),16:06,カターレ富山,東京ヴェルディ,富山県総合運動公園陸上競技場,スカパー／ｅ２（録）／スカパー光,富山県富山市南中田368,25250,0.1316492220650637
14329,1836,2012,Ｊ２,第３節第１日,03/17(土),16:04,ＦＣ岐阜,ザスパ草津,岐阜メモリアルセンター長良川競技場,スカパー／ｅ２／スカパー光,岐阜県岐阜市長良福光大野2675-28,20000,0.2342294117647059
14330,5576,2012,Ｊ２,第３節第１日,03/17(土),18:33,ファジアーノ岡山,水戸ホーリーホック,シティライトスタジアム,スカパー／ｅ２／スカパー光,岡山県岡山市北区いずみ町2-1,20000,0.4093625000000001
14331,6959,2012,Ｊ２,第３節第１日,03/17(土),19:03,ジェフユナイテッド千葉,横浜ＦＣ,フクダ電子アリーナ,スカパー／ｅ２／スカパー光,千葉県千葉市中央区川崎町1-20,18500,0.5016550836550836
